customerID,Churn,customer_gender,customer_SeniorCitizen,customer_Partner,customer_Dependents,customer_tenure,phone_PhoneService,phone_MultipleLines,internet_InternetService,internet_OnlineSecurity,internet_OnlineBackup,internet_DeviceProtection,internet_TechSupport,internet_StreamingTV,internet_StreamingMovies,account_Contract,account_PaperlessBilling,account_PaymentMethod,account_Charges.Monthly,account_Charges.Total,Contas_Diarias,Churn_Bin,customer_gender_Bin
0228-Mauwc,No,Male,0,No,No,19,Yes,Yes,Dsl,No,No,Yes,Yes,No,No,Month-To-Month,No,Electronic Check,59.55,1144.6,1.98,0.0,1
0229-Lfjaf,No,Male,0,No,No,72,Yes,Yes,Dsl,Yes,Yes,Yes,Yes,No,No,Two Year,No,Bank Transfer (Automatic),69.65,4908.25,2.32,0.0,1
0230-Ubypq,No,Male,1,Yes,No,63,No,No Phone Service,Dsl,Yes,No,No,Yes,No,No,One Year,No,Bank Transfer (Automatic),36.1,2298.9,1.2,0.0,1
0230-Wequw,No,Male,0,Yes,No,66,No,No Phone Service,Dsl,Yes,Yes,Yes,Yes,Yes,No,Two Year,Yes,Bank Transfer (Automatic),56.6,3789.2,1.89,0.0,1
0231-Lxvap,Yes,Male,0,No,No,1,Yes,No,Fiber Optic,No,No,No,Yes,No,No,Month-To-Month,Yes,Electronic Check,75.9,75.9,2.53,1.0,1
0233-Fthav,No,Female,0,No,No,60,Yes,Yes,Fiber Optic,No,No,Yes,No,No,No,One Year,Yes,Bank Transfer (Automatic),79.2,4765,2.64,0.0,0
0234-Tevtt,No,Female,0,Yes,Yes,48,No,No Phone Service,Dsl,Yes,No,Yes,No,No,Yes,One Year,No,Credit Card (Automatic),45.0,2196.3,1.5,0.0,0
0235-Kgslc,Yes,Female,0,No,No,1,Yes,No,Fiber Optic,No,No,Yes,No,Yes,No,Month-To-Month,Yes,Credit Card (Automatic),85.55,85.55,2.85,1.0,0
0236-Hfwsv,Yes,Male,0,No,No,15,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Month-To-Month,Yes,Electronic Check,93.35,1444.65,3.11,1.0,1
0237-Yfutl,No,Female,0,Yes,No,50,Yes,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,Month-To-Month,Yes,Bank Transfer (Automatic),109.65,5405.8,3.66,0.0,0
0238-Whbiq,No,Male,0,Yes,Yes,72,Yes,Yes,Dsl,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card (Automatic),89.7,6339.3,2.99,0.0,1
0239-Oxexl,No,Female,0,No,No,46,Yes,Yes,Fiber Optic,Yes,Yes,No,No,No,No,Month-To-Month,No,Mailed Check,84.25,3847.6,2.81,0.0,0
0244-Lgnfy,No,Female,0,Yes,Yes,72,Yes,Yes,Dsl,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Transfer (Automatic),92.65,6733,3.09,0.0,0
0247-Sluji,No,Male,0,Yes,Yes,1,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-To-Month,No,Mailed Check,19.7,19.7,0.66,0.0,1
0248-Ipdfw,No,Female,0,No,No,1,Yes,Yes,Dsl,No,No,No,No,No,No,Month-To-Month,Yes,Electronic Check,50.1,50.1,1.67,0.0,0
0248-Pghbz,No,Female,1,No,No,67,Yes,No,Fiber Optic,Yes,Yes,No,Yes,Yes,No,Two Year,Yes,Bank Transfer (Automatic),92.45,6140.85,3.08,0.0,0
0253-Zteob,No,Female,0,Yes,Yes,48,Yes,Yes,Dsl,No,Yes,No,Yes,Yes,Yes,Two Year,No,Electronic Check,79.65,3870.3,2.66,0.0,0
0254-Fnmci,No,Female,0,No,No,72,Yes,No,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Electronic Check,109.9,7624.2,3.66,0.0,0
0254-Kcjgt,No,Male,0,Yes,No,52,Yes,Yes,Dsl,Yes,Yes,Yes,Yes,No,Yes,One Year,Yes,Credit Card (Automatic),81.4,4354.45,2.71,0.0,1
0254-Wwrkd,No,Female,0,Yes,Yes,67,Yes,No,Dsl,No,Yes,No,No,No,No,One Year,No,Credit Card (Automatic),50.55,3431.75,1.68,0.0,0
0256-Lthvj,Yes,Female,0,Yes,Yes,28,Yes,No,Fiber Optic,No,No,No,No,No,Yes,Month-To-Month,Yes,Electronic Check,81.05,2227.1,2.7,1.0,0
0257-Kxzgu,No,Female,0,Yes,Yes,32,Yes,Yes,Dsl,No,Yes,Yes,No,No,No,Month-To-Month,No,Bank Transfer (Automatic),62.45,2045.55,2.08,0.0,0
0257-Zesqc,Yes,Female,1,Yes,No,27,Yes,No,Fiber Optic,Yes,No,No,No,No,No,Month-To-Month,Yes,Bank Transfer (Automatic),75.2,1929.35,2.51,1.0,0
0258-Nokbl,No,Male,0,No,No,3,Yes,No,Fiber Optic,No,Yes,Yes,No,No,Yes,Month-To-Month,No,Electronic Check,90.4,268.45,3.01,0.0,1
0259-Gbzsh,Yes,Male,0,No,No,2,Yes,Yes,Fiber Optic,No,No,No,No,Yes,No,Month-To-Month,Yes,Electronic Check,85.65,181.5,2.86,1.0,1
0260-Zdlgk,Yes,Female,0,No,Yes,9,Yes,No,Dsl,No,No,Yes,Yes,Yes,Yes,Month-To-Month,Yes,Mailed Check,72.9,651.4,2.43,1.0,0
0263-Fjtqo,No,Male,0,Yes,Yes,50,Yes,Yes,Dsl,Yes,No,No,Yes,Yes,No,Two Year,Yes,Credit Card (Automatic),70.5,3486.65,2.35,0.0,1
0264-Cnitk,No,Female,0,Yes,Yes,71,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Bank Transfer (Automatic),20.1,1389.6,0.67,0.0,0
0265-Edxbd,Yes,Male,1,Yes,No,32,Yes,Yes,Fiber Optic,No,No,No,No,No,No,Month-To-Month,Yes,Electronic Check,74.9,2303.35,2.5,1.0,1
0265-Psuae,No,Female,0,Yes,Yes,16,Yes,No,Fiber Optic,Yes,No,Yes,No,Yes,Yes,Month-To-Month,No,Bank Transfer (Automatic),100.7,1522.7,3.36,0.0,0
0266-Clzkz,No,Female,0,Yes,Yes,67,Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Transfer (Automatic),105.65,6717.9,3.52,0.0,0
0266-Gmeao,No,Male,0,Yes,Yes,72,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card (Automatic),114.3,8058.55,3.81,0.0,1
0268-Qkiwo,Yes,Female,0,No,No,3,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-To-Month,No,Electronic Check,19.75,58.85,0.66,1.0,0
0269-Xfesx,No,Male,0,Yes,Yes,23,Yes,Yes,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,No,Mailed Check,24.35,538.5,0.81,0.0,1
0270-Thenm,No,Male,0,Yes,Yes,72,Yes,Yes,Dsl,Yes,Yes,Yes,Yes,No,No,Two Year,No,Bank Transfer (Automatic),69.85,5102.35,2.33,0.0,1
0274-Jkujr,No,Male,0,Yes,Yes,7,No,No Phone Service,Dsl,Yes,Yes,Yes,No,Yes,Yes,Month-To-Month,No,Mailed Check,58.85,465.7,1.96,0.0,1
0274-Vvqoq,,Male,1,Yes,No,65,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,One Year,Yes,Bank Transfer (Automatic),103.15,6792.45,3.44,0.0,1
0277-Bksqp,No,Male,0,Yes,Yes,8,Yes,No,Dsl,No,No,No,No,Yes,No,Month-To-Month,Yes,Electronic Check,54.4,475.1,1.81,0.0,1
0277-Orxqs,No,Male,0,Yes,Yes,66,No,No Phone Service,Dsl,No,No,No,Yes,Yes,Yes,Two Year,No,Bank Transfer (Automatic),50.55,3364.55,1.68,0.0,1
0278-Yxoog,Yes,Male,0,No,No,5,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-To-Month,No,Mailed Check,21.05,113.85,0.7,1.0,1
0280-Xjgex,Yes,Male,0,No,No,49,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Month-To-Month,Yes,Bank Transfer (Automatic),103.7,5036.3,3.46,1.0,1
0281-Cntzx,No,Male,0,Yes,No,63,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,Yes,Bank Transfer (Automatic),19.95,1234.8,0.66,0.0,1
0282-Nvsjs,No,Female,1,Yes,Yes,12,No,No Phone Service,Dsl,No,No,No,Yes,No,No,Month-To-Month,Yes,Mailed Check,29.3,355.9,0.98,0.0,0
0285-Inhln,No,Male,0,Yes,Yes,27,Yes,No,Dsl,Yes,Yes,No,No,No,No,Month-To-Month,Yes,Credit Card (Automatic),54.75,1510.3,1.82,0.0,1
0289-Ivarm,No,Female,0,No,No,35,Yes,No,Dsl,Yes,Yes,Yes,No,No,No,Month-To-Month,No,Electronic Check,60.55,1982.6,2.02,0.0,0
0292-Wegch,No,Female,0,Yes,Yes,54,Yes,Yes,Dsl,No,Yes,Yes,Yes,Yes,Yes,Month-To-Month,Yes,Electronic Check,86.2,4524.05,2.87,0.0,0
0295-Pphdo,Yes,Male,0,No,No,1,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Month-To-Month,Yes,Electronic Check,95.45,95.45,3.18,1.0,1
0295-Qvkpb,No,Male,0,No,No,5,Yes,No,Dsl,No,No,Yes,Yes,Yes,No,Month-To-Month,Yes,Credit Card (Automatic),63.95,318.1,2.13,0.0,1
0297-Rbcsg,No,Male,0,No,No,19,Yes,No,Dsl,No,Yes,No,Yes,No,Yes,One Year,Yes,Bank Transfer (Automatic),65.35,1231.85,2.18,0.0,1
0298-Xacet,No,Male,0,Yes,Yes,52,No,No Phone Service,Dsl,No,Yes,Yes,Yes,Yes,No,Two Year,No,Mailed Check,50.2,2554,1.67,0.0,1
0301-Fidrb,No,Female,0,Yes,Yes,72,No,No Phone Service,Dsl,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Transfer (Automatic),63.8,4684.3,2.13,0.0,0
0301-Kobtq,No,Male,0,No,No,32,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,Yes,Bank Transfer (Automatic),20.05,614.45,0.67,0.0,1
0302-Joivn,Yes,Female,0,Yes,No,8,Yes,No,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Month-To-Month,No,Electronic Check,101.15,842.9,3.37,1.0,0
0303-Uncip,No,Male,0,No,No,41,Yes,Yes,Dsl,No,No,Yes,No,No,Yes,One Year,No,Mailed Check,65.0,2531.8,2.17,0.0,1
0303-Wmmrn,No,Male,0,No,No,5,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-To-Month,Yes,Mailed Check,19.25,86.05,0.64,0.0,1
0305-Sqecb,No,Female,0,No,Yes,11,No,No Phone Service,Dsl,Yes,No,No,Yes,No,No,One Year,Yes,Mailed Check,36.05,402.6,1.2,0.0,0
0306-Jaele,Yes,Male,0,No,No,5,Yes,No,Fiber Optic,No,No,No,Yes,Yes,Yes,Month-To-Month,Yes,Electronic Check,96.1,453.4,3.2,1.0,1
0307-Bcopk,No,Female,0,No,No,16,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,No,Mailed Check,19.05,326.65,0.64,0.0,0
0308-Giqjt,No,Male,1,No,No,71,Yes,Yes,Fiber Optic,No,Yes,No,Yes,Yes,Yes,One Year,No,Bank Transfer (Automatic),105.75,7382.85,3.52,0.0,1
0308-Ivgok,No,Female,0,No,No,11,No,No Phone Service,Dsl,No,Yes,Yes,Yes,No,No,One Year,Yes,Credit Card (Automatic),40.4,422.6,1.35,0.0,0
0310-Mvlet,Yes,Female,0,Yes,Yes,61,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,Month-To-Month,Yes,Electronic Check,99.15,6010.05,3.3,1.0,0
0310-Sucin,No,Female,0,Yes,No,71,Yes,No,Dsl,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Transfer (Automatic),84.8,6046.1,2.83,0.0,0
0310-Vqxam,No,Male,0,No,No,9,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-To-Month,No,Mailed Check,19.85,178.8,0.66,0.0,1
0311-Qywss,No,Female,0,No,No,6,Yes,No,Dsl,Yes,No,No,No,No,No,Month-To-Month,Yes,Electronic Check,49.45,314.6,1.65,0.0,0
0311-Unpff,Yes,Female,0,No,No,26,Yes,No,Fiber Optic,No,No,No,No,Yes,Yes,Month-To-Month,Yes,Bank Transfer (Automatic),88.8,2274.35,2.96,1.0,0
0314-Tkosi,No,Female,0,No,No,6,Yes,No,Dsl,Yes,Yes,No,No,No,No,Month-To-Month,No,Mailed Check,55.15,322.9,1.84,0.0,0
0315-Lvcrk,No,Male,0,No,No,11,Yes,No,Fiber Optic,No,No,Yes,No,No,Yes,Month-To-Month,No,Electronic Check,84.8,888.75,2.83,0.0,1
0318-Quuob,Yes,Male,0,Yes,No,1,Yes,No,Fiber Optic,No,No,No,No,Yes,No,Month-To-Month,Yes,Electronic Check,80.55,80.55,2.68,1.0,1
0318-Zopws,No,Female,0,Yes,No,49,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,Yes,Bank Transfer (Automatic),20.15,973.35,0.67,0.0,0
0319-Qztco,No,Female,0,Yes,Yes,3,Yes,No,Dsl,No,Yes,No,No,Yes,No,Month-To-Month,Yes,Credit Card (Automatic),58.7,168.6,1.96,0.0,0
0320-Dwvtu,No,Female,0,No,No,53,Yes,No,Fiber Optic,Yes,Yes,Yes,Yes,No,Yes,Two Year,No,Mailed Check,99.5,5424.25,3.32,0.0,0
0320-Jdnqg,Yes,Male,0,Yes,Yes,23,Yes,No,Fiber Optic,Yes,No,No,Yes,Yes,Yes,Month-To-Month,Yes,Electronic Check,99.85,2331.3,3.33,1.0,1
0322-Chqru,Yes,Male,0,No,No,2,Yes,No,Dsl,No,No,No,No,No,No,Month-To-Month,No,Electronic Check,45.35,89.5,1.51,1.0,1
0322-Yinqp,Yes,Male,0,No,No,1,Yes,No,Dsl,Yes,No,No,No,No,No,Month-To-Month,Yes,Mailed Check,48.55,48.55,1.62,1.0,1
0323-Xwwtn,No,Male,0,No,Yes,3,Yes,Yes,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,Yes,Mailed Check,26.4,121.25,0.88,0.0,1
0324-Brpcj,Yes,Female,1,Yes,No,68,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,Month-To-Month,Yes,Electronic Check,100.2,6851.65,3.34,1.0,0
0325-Xbfac,Yes,Male,0,No,No,8,Yes,No,Fiber Optic,No,No,Yes,No,Yes,Yes,Month-To-Month,Yes,Electronic Check,94.7,740.3,3.16,1.0,1
0326-Vdyxe,No,Female,0,Yes,No,70,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,One Year,Yes,Electronic Check,97.65,6982.5,3.26,0.0,0
0327-Wfzsy,No,Male,0,Yes,Yes,39,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,One Year,No,Electronic Check,100.0,3835.55,3.33,0.0,1
0328-Grpmv,Yes,Female,0,No,No,1,Yes,No,Fiber Optic,No,No,No,No,No,No,Month-To-Month,Yes,Electronic Check,70.1,70.1,2.34,1.0,0
0328-Ibupk,,Female,0,Yes,Yes,51,No,No Phone Service,Dsl,Yes,No,No,Yes,No,No,Two Year,No,Bank Transfer (Automatic),34.2,1782,1.14,0.0,0
0329-Gtiaj,Yes,Female,0,No,No,3,Yes,No,Fiber Optic,No,Yes,No,Yes,Yes,Yes,Month-To-Month,Yes,Electronic Check,97.9,315.3,3.26,1.0,0
0330-Bgyze,No,Male,0,Yes,No,60,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,One Year,No,Bank Transfer (Automatic),102.5,6157.6,3.42,0.0,1
0330-Ivzha,Yes,Female,0,Yes,No,5,Yes,No,Fiber Optic,No,No,No,No,No,No,Month-To-Month,No,Electronic Check,69.95,330.15,2.33,1.0,0
0334-Gddso,Yes,Male,1,No,No,3,Yes,Yes,Fiber Optic,No,Yes,No,No,No,No,Month-To-Month,Yes,Electronic Check,81.35,233.7,2.71,1.0,1
0334-Zfjsr,No,Female,0,Yes,No,55,Yes,Yes,Dsl,Yes,Yes,No,Yes,No,No,One Year,Yes,Credit Card (Automatic),66.05,3462.1,2.2,0.0,0
0336-Kxkfk,No,Male,0,No,No,72,No,No Phone Service,Dsl,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card (Automatic),61.2,4390.25,2.04,0.0,1
0336-Pikei,No,Male,1,Yes,No,72,Yes,No,Dsl,Yes,Yes,Yes,Yes,Yes,No,Two Year,No,Bank Transfer (Automatic),74.4,5360.75,2.48,0.0,1
0337-Cnpze,Yes,Female,0,No,No,41,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Month-To-Month,Yes,Electronic Check,106.3,4443.45,3.54,1.0,0
0343-Qluzp,No,Male,0,No,No,60,No,No Phone Service,Dsl,Yes,Yes,Yes,No,No,No,Two Year,No,Bank Transfer (Automatic),39.6,2424.5,1.32,0.0,1
0345-Hkjvm,Yes,Female,0,No,No,6,Yes,No,Fiber Optic,No,No,No,No,Yes,Yes,Month-To-Month,No,Electronic Check,89.3,577.6,2.98,1.0,0
0345-Xmmug,No,Female,0,Yes,No,46,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card (Automatic),108.9,4854.3,3.63,0.0,0
0347-Ubkuz,No,Female,0,No,No,15,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-To-Month,No,Mailed Check,19.9,320.45,0.66,0.0,0
0348-Sdkol,Yes,Female,0,Yes,No,58,Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Month-To-Month,Yes,Credit Card (Automatic),102.1,5885.4,3.4,1.0,0
0354-Vxmjc,No,Male,0,Yes,Yes,23,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Credit Card (Automatic),19.6,426.65,0.65,0.0,1
0354-Wyrok,Yes,Female,1,Yes,Yes,31,Yes,No,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Month-To-Month,Yes,Electronic Check,98.9,2911.3,3.3,1.0,0
0356-Erhvt,No,Male,0,Yes,No,11,Yes,No,Dsl,No,No,No,No,No,No,Month-To-Month,Yes,Bank Transfer (Automatic),45.9,521.9,1.53,0.0,1
0356-Obmac,No,Female,1,No,No,56,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,No,Two Year,Yes,Bank Transfer (Automatic),99.9,5706.3,3.33,0.0,0
0357-Nvcri,No,Female,0,No,Yes,25,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-To-Month,No,Credit Card (Automatic),20.05,471.7,0.67,0.0,0
0361-Hjrdx,No,Female,0,No,No,68,No,No Phone Service,Dsl,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card (Automatic),64.35,4539.6,2.14,0.0,0
0362-Raoqo,No,Female,0,No,No,40,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Credit Card (Automatic),19.65,830.25,0.65,0.0,0
0362-Zbzwj,Yes,Male,0,No,No,36,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,Month-To-Month,Yes,Electronic Check,84.9,3067.2,2.83,1.0,1
0363-Qjvfx,Yes,Male,0,No,No,32,Yes,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,Month-To-Month,Yes,Credit Card (Automatic),108.15,3432.9,3.6,1.0,1
0363-Svhyr,No,Male,0,Yes,Yes,71,Yes,Yes,Dsl,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Transfer (Automatic),86.85,6263.8,2.9,0.0,1
0365-Bzuwy,No,Male,0,Yes,No,17,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Month-To-Month,Yes,Electronic Check,102.55,1742.5,3.42,0.0,1
0365-Gxezs,No,Male,0,Yes,No,18,Yes,No,Fiber Optic,No,No,Yes,Yes,No,No,Month-To-Month,No,Electronic Check,78.2,1468.75,2.61,0.0,1
0365-Trtpy,No,Female,0,No,No,37,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,No,No,Month-To-Month,No,Bank Transfer (Automatic),91.2,3382.3,3.04,0.0,0
0366-Nqshs,No,Male,0,No,No,2,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-To-Month,No,Mailed Check,19.35,46.35,0.64,0.0,1
0369-Zgovk,No,Female,0,Yes,Yes,28,Yes,No,Fiber Optic,No,No,No,No,No,No,One Year,Yes,Bank Transfer (Automatic),70.4,1992.2,2.35,0.0,0
0373-Aivnj,No,Male,0,No,No,9,No,No Phone Service,Dsl,Yes,Yes,Yes,No,No,No,One Year,No,Mailed Check,39.55,373,1.32,0.0,1
0374-Aacsz,No,Female,0,No,No,1,Yes,No,Dsl,Yes,No,No,No,No,No,Month-To-Month,No,Electronic Check,50.15,50.15,1.67,0.0,0
0374-Fiuca,No,Male,0,Yes,No,65,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,Yes,Credit Card (Automatic),20.4,1414.45,0.68,0.0,1
0374-Ioegq,No,Female,0,No,No,3,Yes,No,Dsl,No,No,No,No,No,No,Month-To-Month,No,Electronic Check,44.6,122.7,1.49,0.0,0
0375-Hvgxo,Yes,Female,0,No,No,1,No,No Phone Service,Dsl,No,No,No,No,Yes,No,Month-To-Month,Yes,Electronic Check,34.7,34.7,1.16,1.0,0
0376-Oiwme,No,Male,0,Yes,No,36,Yes,No,Fiber Optic,Yes,No,No,No,Yes,Yes,Month-To-Month,Yes,Electronic Check,93.6,3366.05,3.12,0.0,1
0376-Ymcjc,Yes,Male,0,No,No,23,Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,No,Month-To-Month,Yes,Electronic Check,90.6,1943.2,3.02,1.0,1
0377-Jbkkt,No,Male,0,Yes,Yes,22,Yes,No,Dsl,Yes,Yes,No,Yes,No,No,Month-To-Month,Yes,Mailed Check,57.95,1271.8,1.93,0.0,1
0378-Cjkpv,No,Female,0,Yes,No,72,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card (Automatic),112.1,7965.95,3.74,0.0,0
0378-Nhqxu,Yes,Female,0,Yes,Yes,17,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,No,Month-To-Month,No,Electronic Check,88.25,1460.65,2.94,1.0,0
0378-Tovms,Yes,Female,0,No,No,3,Yes,No,Fiber Optic,No,No,No,Yes,No,Yes,Month-To-Month,No,Electronic Check,85.8,272.2,2.86,1.0,0
0378-Xszpu,Yes,Male,0,Yes,No,58,Yes,No,Dsl,Yes,Yes,Yes,No,No,No,One Year,No,Credit Card (Automatic),60.3,3563.8,2.01,1.0,1
0379-Djqhr,No,Male,0,Yes,Yes,67,Yes,No,Dsl,Yes,Yes,Yes,No,Yes,Yes,Two Year,No,Credit Card (Automatic),81.35,5398.6,2.71,0.0,1
0380-Neavx,No,Male,1,No,No,34,Yes,No,Fiber Optic,No,Yes,Yes,No,Yes,Yes,One Year,Yes,Electronic Check,99.85,3343.15,3.33,0.0,1
0380-Zcsbi,No,Male,0,No,No,10,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-To-Month,No,Credit Card (Automatic),20.0,198.7,0.67,0.0,1
0383-Cldda,No,Female,0,No,No,69,Yes,Yes,Dsl,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card (Automatic),85.35,5897.4,2.84,0.0,0
0384-Lpite,No,Male,0,No,No,40,No,No Phone Service,Dsl,Yes,Yes,Yes,No,Yes,Yes,One Year,No,Credit Card (Automatic),62.05,2511.55,2.07,0.0,1
0384-Rvbpi,No,Male,0,No,No,20,Yes,No,Dsl,Yes,No,Yes,No,No,Yes,Month-To-Month,No,Credit Card (Automatic),64.4,1398.6,2.15,0.0,1
0386-Cwrgm,No,Female,0,Yes,Yes,46,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Mailed Check,19.4,967.85,0.65,0.0,0
0388-Eopex,Yes,Female,0,Yes,No,2,Yes,No,Fiber Optic,Yes,No,No,No,No,No,Month-To-Month,Yes,Electronic Check,74.4,139.4,2.48,1.0,0
0390-Dcfdq,Yes,Female,1,Yes,No,1,Yes,No,Fiber Optic,No,No,No,No,No,No,Month-To-Month,Yes,Mailed Check,70.45,70.45,2.35,1.0,0
0392-Bziuw,No,Female,0,Yes,No,72,Yes,Yes,Fiber Optic,Yes,No,Yes,No,Yes,Yes,Two Year,Yes,Credit Card (Automatic),105.0,7589.8,3.5,0.0,0
0394-Yondk,No,Male,0,Yes,Yes,70,Yes,Yes,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Credit Card (Automatic),25.15,1790.15,0.84,0.0,1
0396-Hujbp,No,Female,0,No,No,2,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-To-Month,No,Mailed Check,19.3,44.4,0.64,0.0,0
0396-Ukgai,No,Male,0,No,Yes,23,Yes,No,Dsl,No,Yes,No,Yes,No,No,Month-To-Month,Yes,Bank Transfer (Automatic),55.3,1284.2,1.84,0.0,1
0396-Ychwo,No,Male,0,Yes,No,36,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Month-To-Month,Yes,Electronic Check,95.4,3474.2,3.18,0.0,1
0397-Gzbbc,Yes,Male,1,Yes,No,59,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Month-To-Month,Yes,Bank Transfer (Automatic),93.85,5574.75,3.13,1.0,1
0397-Zxwqf,No,Male,0,No,No,67,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Bank Transfer (Automatic),20.5,1430.95,0.68,0.0,1
0401-Wdbxm,No,Male,0,Yes,Yes,72,Yes,Yes,Fiber Optic,Yes,No,Yes,No,Yes,Yes,Two Year,Yes,Bank Transfer (Automatic),105.55,7542.25,3.52,0.0,1
0402-Cqajn,Yes,Female,0,No,No,37,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Month-To-Month,Yes,Bank Transfer (Automatic),101.9,3545.35,3.4,1.0,0
0402-Oamen,No,Female,0,Yes,Yes,72,Yes,Yes,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Bank Transfer (Automatic),24.45,1709.1,0.82,0.0,0
0404-Ahasp,No,Male,0,Yes,No,72,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Credit Card (Automatic),19.7,1421.9,0.66,0.0,1
0404-Swrvg,Yes,Male,0,No,No,3,Yes,Yes,Fiber Optic,No,No,No,No,No,No,Month-To-Month,Yes,Electronic Check,74.4,229.55,2.48,1.0,1
